
 0.01380 -0.01844
 0.01559 -0.01947
 0.01739 -0.02044
 0.01920 -0.02135
 0.02103 -0.02222
 0.02287 -0.02304
 0.02473 -0.02384
 0.02660 -0.02461
 0.02849 -0.02536
 0.03039 -0.02608
 0.03231 -0.02679
 0.03424 -0.02748
 0.03618 -0.02815
 0.03815 -0.02881
 0.04012 -0.02945
 0.04212 -0.03009
 0.04413 -0.03071
 0.04615 -0.03132
 0.04820 -0.03193
 0.05026 -0.03253
 0.05233 -0.03313
 0.05442 -0.03372
 0.05653 -0.03430
 0.05866 -0.03489
 0.06081 -0.03546
 0.06297 -0.03603
 0.06515 -0.03659
 0.06735 -0.03714
 0.06956 -0.03769
 0.07180 -0.03824
 0.07405 -0.03878
 0.07633 -0.03931
 0.07862 -0.03983
 0.08093 -0.04035
 0.08326 -0.04087
 0.08561 -0.04138
 0.08798 -0.04189
 0.09037 -0.04239
 0.09278 -0.04289
 0.09521 -0.04338
 0.09767 -0.04387
 0.10014 -0.04436
 0.10264 -0.04484
 0.10515 -0.04532
 0.10769 -0.04580
 0.11025 -0.04627
 0.11283 -0.04675
 0.11544 -0.04721
 0.11807 -0.04768
 0.12072 -0.04814
 0.12340 -0.04860
 0.12610 -0.04906
 0.12882 -0.04951
 0.13157 -0.04997
 0.13434 -0.05041
 0.13713 -0.05086
 0.13996 -0.05130
 0.14280 -0.05174
 0.14568 -0.05218
 0.14858 -0.05262
 0.15150 -0.05305
 0.15445 -0.05348
 0.15743 -0.05391
 0.16044 -0.05434
 0.16348 -0.05476
 0.16654 -0.05518
 0.16963 -0.05560
 0.17275 -0.05602
 0.17590 -0.05643
 0.17908 -0.05685
 0.18228 -0.05725
 0.18552 -0.05766
 0.18879 -0.05806
 0.19209 -0.05846
 0.19542 -0.05886
 0.19879 -0.05926
 0.20218 -0.05965
 0.20561 -0.06004
 0.20907 -0.06043
 0.21257 -0.06081
 0.21610 -0.06119
 0.21966 -0.06157
 0.22326 -0.06195
 0.22689 -0.06232
 0.23056 -0.06269
 0.23426 -0.06306
 0.23800 -0.06342
 0.24178 -0.06378
 0.24560 -0.06414
 0.24945 -0.06449
 0.25334 -0.06484
 0.25728 -0.06519
 0.26125 -0.06553
 0.26526 -0.06587
 0.26931 -0.06621
 0.27340 -0.06654
 0.27754 -0.06687
 0.28172 -0.06720
 0.28594 -0.06752
 0.29020 -0.06784
 0.29451 -0.06815
 0.29887 -0.06846
 0.30326 -0.06877
 0.30771 -0.06907
 0.31220 -0.06936
 0.31674 -0.06966
 0.32133 -0.06994
 0.32596 -0.07022
 0.33065 -0.07050
 0.33538 -0.07077
 0.34017 -0.07104
 0.34501 -0.07129
 0.34990 -0.07154
 0.35484 -0.07179
 0.35984 -0.07202
 0.36489 -0.07225
 0.37000 -0.07248
 0.37516 -0.07269
 0.38038 -0.07290
 0.38566 -0.07310
 0.39099 -0.07329
 0.39639 -0.07347
 0.40185 -0.07365
 0.40737 -0.07382
 0.41295 -0.07398
 0.41859 -0.07413
 0.42430 -0.07427
 0.43007 -0.07440
 0.43591 -0.07452
 0.44182 -0.07462
 0.44780 -0.07472
 0.45384 -0.07480
 0.45996 -0.07487
 0.46614 -0.07493
 0.47240 -0.07497
 0.47874 -0.07499
 0.48514 -0.07501
 0.49163 -0.07500
 0.49819 -0.07498
 0.50483 -0.07494
 0.51155 -0.07489
 0.51835 -0.07481
 0.52523 -0.07472
 0.53220 -0.07460
 0.53925 -0.07446
 0.54639 -0.07430
 0.55362 -0.07411
 0.56094 -0.07390
 0.56834 -0.07366
 0.57584 -0.07339
 0.58344 -0.07308
 0.59112 -0.07274
 0.59891 -0.07237
 0.60680 -0.07196
 0.61478 -0.07151
 0.62287 -0.07101
 0.63106 -0.07047
 0.63935 -0.06988
 0.64776 -0.06923
 0.65627 -0.06854
 0.66490 -0.06779
 0.67363 -0.06696
 0.68249 -0.06605
 0.69146 -0.06505
 0.70055 -0.06395
 0.70976 -0.06272
 0.71909 -0.06138
 0.72855 -0.05992
 0.73814 -0.05833
 0.74785 -0.05661
 0.75770 -0.05470
 0.76769 -0.05264
 0.77781 -0.05045
 0.78808 -0.04816
 0.79848 -0.04576
 0.80903 -0.04329
 0.81973 -0.04075
 0.83058 -0.03811
 0.84158 -0.03539
 0.85274 -0.03256
 0.86406 -0.02962
 0.87554 -0.02661
 0.88719 -0.02355
 0.89900 -0.02047
 0.91099 -0.01730
 0.92315 -0.01417
 0.93549 -0.01116
 0.94801 -0.00831
 0.96072 -0.00570
 0.97362 -0.00339
 0.98671 -0.00147
 1.00000  0.00000
